Processes: 489 total, 2 running, 487 sleeping, 1985 threads 
2021/10/07 17:24:15
Load Avg: 1.21, 1.15, 1.16 
CPU usage: 5.38% user, 21.53% sys, 73.7% idle 
SharedLibs: 566M resident, 95M data, 70M linkedit.
MemRegions: 121423 total, 8138M resident, 145M private, 1312M shared.
PhysMem: 15G used (1521M wired), 151M unused.
VM: 186T vsize, 3271M framework vsize, 202398(0) swapins, 220064(0) swapouts.
Networks: packets: 14242524/14G in, 11497138/2452M out.
Disks: 7668186/157G read, 3428114/65G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG  CMPRS PGRP  PPID STATE    BOOSTS       %CPU_ME %CPU_OTHRS UID FAULTS    COW    MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW       PAGEINS IDLEW  POWER INSTRS CYCLES USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
75934  amsengagementd   0.0  00:19.80 5     2   182    22M   0B    20M   75934 1    sleeping *0[518]      0.00000 0.00000    501 85380     4498   40346     11606     463163    130535    177301    486     93     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
75931  AppleMediaServic 0.0  00:01.89 4     1   94     14M   0B    13M   75931 1    sleeping *0[634]      0.00000 0.00000    501 15782     608    4562      2402      49076     8196      27059     175     21     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
75928  MTLCompilerServi 0.0  00:00.06 2     1   30     9458K 0B    9024K 75928 1    sleeping *0[4]        0.00000 0.00000    501 2743      77     296       261       1916      666       528       0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
75918  com.apple.WebKit 0.0  00:02.31 5     1   106    30M   0B    29M   75918 1    sleeping *0[15222]    0.00000 0.00000    501 19797     113    9322      3439      72244     28401     39061     931     28     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
75917  com.apple.WebKit 0.0  00:11.82 4     1   148    177M  0B    124M  75917 1    sleeping  0[2497]     0.00000 0.00000    501 74139     323    91903     59656     182797    284065    131910    325     33     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
75916  VisualizerServic 0.0  00:01.73 3     1   134    7458K 0B    3776K 75916 1    sleeping  0[7518]     0.00000 0.00000    501 11121     110    50540     11005     44225     110271    43087     9       6      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
75915  VisualizerServic 0.0  00:04.43 4     1   142    7434K 0B    18M   75915 1    sleeping  0[7504]     0.00000 0.00000    501 21666     120    51832     12232     56694     125671    52978     2930    6      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
75914  AMPArtworkAgent  0.0  00:01.63 2     1   61     8818K 0B    7840K 75914 1    sleeping *0[4]        0.00000 0.00000    501 4878      121    1223      490       78919     5911      23072     77      25     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
75913  AMPLibraryAgent  0.0  00:03.12 6     1   125    9986K 0B    6912K 75913 1    sleeping *0[340]      0.00000 0.00000    501 22517     193    20733     4620      71839     60359     61505     374     56     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
75912  fairplayd        0.0  00:00.18 2     1   46     2865K 0B    2560K 75912 1    sleeping *0[1]        0.00000 0.00000    265 2254      93     1329      34        1730      3001      675       317     0      0.0   0      0      _fpsd                  N/A    N/A   N/A   N/A   N/A   N/A  
75911  Music            0.0  09:41.87 12    1   634    90M   0B    61M   75911 1    sleeping  0[30443]    0.00000 0.00000    501 1443003   627    17598760  3205910   6058570   32411418  13658130  2879    259    0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
61835  taskgated        0.0  00:06.86 2     1   1101   3250K 0B    2896K 61835 1    sleeping *0[1]        0.00000 0.00000    0   3905      220    5709      1399      75585     11371     6850      0       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
10383  top              0.0  00:00.16 1/1   0   15     3969K 0B    0B    10383 9677 running  *0[1]        0.00000 0.00000    0   913       57     283985    140755    2164      144271    12        0       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
10381  ex2memset        0.0  00:00.50 1     0   10     5003M 0B    0B    10381 9677 sleeping *0[1]        0.00000 0.00000    501 320092    18     22        11        96        82        36        0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
10377  top              0.0  00:00.48 1     0   23     5281K 0B    0B    10377 9677 sleeping *0[1]        0.00000 0.00000    0   3478      58     360586    172794    12492     193793    37        0       1      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
10358  mdworker_shared  0.0  00:00.45 4     1   50     2689K 0B    768K  10358 1    sleeping *0[1]        0.00000 0.00000    501 3987      82     1196      463       10541     1423      520       0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
10355  com.apple.WebKit 0.0  00:00.10 3     1   88     10M   0B    6048K 10355 1    sleeping  0[3]        0.00000 0.00000    501 2987      183    9402      4055      4768      7237      1666      34      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
10051  AssetCacheManage 0.0  00:00.03 2     1   26     2337K 0B    1920K 10051 1    sleeping *0[1]        0.00000 0.00000    0   514       54     77        30        486       172       52        5       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
10050  Activity Monitor 0.0  00:39.38 5     3   1258   79M   7248K 13M   10050 1    sleeping *0[330]      0.00000 0.00000    501 62964     170    687292    211250    479415    918103    199638    566     3      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9857   com.apple.WebKit 0.0  00:00.18 3     1   102    33M   0B    3648K 9857  1    sleeping  0[19]       0.00000 0.00000    501 4313      196    10292     4474      7473      10478     2139      55      2      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9856   com.apple.WebKit 0.0  00:10.29 8     2   123    90M   0B    13M   9856  1    sleeping  0[1555]     0.00000 0.00000    501 18737     227    30565     84370     147916    258143    122672    10      11     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9820   bluetoothaudiod  0.0  00:01.81 3     1   171    6098K 0B    2656K 9820  1    sleeping *0[1]        0.00000 0.00000    0   1534      102    4705      2071      3805      133531    48486     41      0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
9736   clangd           0.0  00:12.13 8     0   21     60M   0B    6672K 9713  9713 sleeping *0[1]        0.00000 0.00000    501 33865     267    667       331       196680    745       6531      107     0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9717   fsnotifier       0.0  00:00.27 3     1   28     1665K 0B    592K  9713  9713 sleeping *0[1]        0.00000 0.00000    501 8580      52     4465      24        9451      14620     2438      2       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9713   clion            0.0  05:27.31 68    3   423    1476M 0B    118M  9713  1    sleeping  0[448]      0.00000 0.00000    501 683377    472    1024030   634768    3316685   14388629  1990389   19816   482    0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9710   MTLCompilerServi 0.0  00:00.03 2     1   32     5969K 0B    5440K 9710  1    sleeping *0[2]        0.00000 0.00000    501 722       77     130       37        655       274       56        0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9708   com.apple.WebKit 0.0  00:27.80 8     2   127    239M  0B    78M   9708  1    sleeping  0[34296]    0.00000 0.00000    501 81996     8036   176565    212334    325104    934525    234019    81      21     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9703   MTLCompilerServi 0.0  00:00.03 2     1   32     6913K 0B    6368K 9703  1    sleeping *0[4]        0.00000 0.00000    501 789       77     140       40        707       288       64        0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9702   com.apple.WebKit 0.0  00:02.58 3     1   102    142M  0B    50M   9702  1    sleeping  0[354]      0.00000 0.00000    501 19704     207    12300     5501      27423     28404     10741     8       6      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9701   com.apple.WebKit 0.0  00:24.83 8     1   135    502M  2720K 398M  9701  1    sleeping *0[7525]     0.00000 0.00000    501 114237    28485  174858    213685    406036    594114    223853    28      26     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9699   QuickLookUIServi 0.0  00:00.08 3     1   133    5841K 0B    2464K 9699  1    sleeping  0[215]      0.00000 0.00000    501 1505      120    1944      460       2922      5499      2139      0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9698   com.apple.appkit 0.0  00:00.42 3     1   197    17M   0B    10M   9698  1    sleeping  0[795]      0.00000 0.00000    501 4772      201    13384     4998      23764     15716     5018      23      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9696   TextEdit         0.0  00:05.46 3     1   235    37M   224K  7552K 9696  1    sleeping *0[22]       0.00000 0.00000    501 111501    197    49239     12897     46769     118214    31071     21      8      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9677   fish             0.0  00:03.14 1     0   14     9569K 0B    5280K 9677  9671 sleeping *0[1]        0.00000 0.00000    501 16557     3749   249       109       181642    3495      23506     106     2      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9671   zsh              0.0  00:00.04 1     0   21     1969K 0B    1712K 9671  9670 sleeping *0[1]        0.00000 0.00000    501 642       259    85        32        3401      215       224       66      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9670   login            0.0  00:00.03 2     1   31     2241K 0B    1984K 9670  5774 sleeping *0[9]        0.00000 0.00000    0   728       121    126       31        22331     247       132       4       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
9662   MTLCompilerServi 0.0  00:00.02 2     1   32     6401K 0B    6064K 9662  1    sleeping *0[3]        0.00000 0.00000    501 751       77     145       39        687       290       79        0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9647   netbiosd         0.0  00:00.07 2     1   23     2577K 0B    1840K 9647  1    sleeping *0[1]        0.00000 0.00000    222 721       74     116       33        997       224       504       0       0      0.0   0      0      _netbios               N/A    N/A   N/A   N/A   N/A   N/A  
9645   eapolclient      0.0  00:00.05 3     1   55     2785K 0B    2480K 9645  285  sleeping *0[1]        0.00000 0.00000    501 778       157    292       64        6019      709       390       0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9610   MTLCompilerServi 0.0  00:00.03 2     1   32     8626K 0B    8192K 9610  1    sleeping *0[3]        0.00000 0.00000    501 951       77     139       39        733       303       184       29      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9609   QuickLookUIServi 0.0  00:00.52 3     1   168    48M   0B    18M   9609  1    sleeping  0[389]      0.00000 0.00000    501 9081      156    8856      2607      11211     16340     6499      103     0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9555   MTLCompilerServi 0.0  00:00.20 2     1   32     11M   0B    10M   9555  1    sleeping *0[63]       0.00000 0.00000    501 1308      77     440       100       1673      599       167       0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9554   Notes            0.0  00:03.08 3     1   297    69M   64K   56M   9554  1    sleeping  0[118]      0.00000 0.00000    501 33808     437    20817     5321      35365     48738     19018     661     3      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9370   QuickLookUIServi 0.0  00:00.14 3     1   133    6401K 0B    2720K 9370  1    sleeping  0[435]      0.00000 0.00000    501 1929      120    3367      778       4323      9480      3862      0       2      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9369   DocumentPopoverV 0.0  00:05.59 4     2   224    15M   0B    6112K 9369  1    sleeping *206[276]    0.00000 0.00000    501 27006     187    37886     19162     75384     74567     25179     7       4      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9368   QuickLookUIServi 0.0  00:00.13 3     1   133    6466K 0B    2848K 9368  1    sleeping  0[435]      0.00000 0.00000    501 2032      120    3357      788       4357      9441      3711      0       2      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9367   com.apple.appkit 0.0  00:00.44 3     1   198    18M   0B    12M   9367  1    sleeping  0[467]      0.00000 0.00000    501 5080      201    13452     4927      22080     18739     5656      20      2      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9366   MTLCompilerServi 0.0  00:00.06 2     1   32     10M   0B    10M   9366  1    sleeping *0[9]        0.00000 0.00000    501 1109      77     169       46        871       337       216       0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9365   XprotectService  0.0  00:00.10 2     1   38     4978K 0B    4528K 9365  1    sleeping *0[1]        0.00000 0.00000    501 1050      79     153       46        924       373       167       0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9364   Preview          0.0  00:55.24 5     1   320    170M  5904K 82M   9364  1    sleeping *0[479]      0.00000 0.00000    501 461568    3254   408406    118611    347392    716274    277126    1020    22     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9362   SandboxedService 0.0  00:00.02 2     1   50     2369K 0B    2032K 9362  1    sleeping *0[1]        0.00000 0.00000    501 906       73     196       58        900       424       100       0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9334   com.apple.WebKit 0.0  02:55.41 4     1   107    155M  0B    122M  9334  1    sleeping  0[94379]    0.00000 0.00000    501 70243     323    1041449   535685    1447028   2350062   929187    57      236    0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9324   remindd          0.0  00:00.55 2     1   100    10M   0B    9520K 9324  1    sleeping *0[19]       0.00000 0.00000    501 2408      188    826       222       18636     3205      2290      15      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9317   iOSScreenCapture 0.0  00:00.07 3     1   36     3250K 0B    2848K 9317  1    sleeping *0[1]        0.00000 0.00000    0   846       94     156       79        783       392       153       2       0      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
9316   com.apple.audio. 0.0  00:00.00 2     1   12     1697K 0B    1504K 9316  1    sleeping *0[1]        0.00000 0.00000    501 441       68     91        34        552       190       44        0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
9315   Telegram         0.0  02:36.19 27    5   811    257M  0B    193M  9315  1    sleeping *0[391]      0.00000 0.00000    501 131861    3095   310348    65386     2626402   829939    1457944   237     1855   0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
8983   adservicesd      0.0  00:00.21 2     1   74     5266K 0B    4160K 8983  1    sleeping *0[38]       0.00000 0.00000    501 1602      114    722       200       8344      1431      2491      63      1      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
